"name","rank","spell_type","save_type","rarity","action_category","actions_min","actions_max","description","source_id"
"Variable Gravity","4","Spell","None","Common","Activity","2","2","Adjust gravity's grip between high, low, and normal gravity.",
"Vision of Beauty","4","Spell","Will","Rare","Activity","2","2","You create a phantasmal image of the most beautiful creature imaginable to the target at a location somewhere within the spell's range.",
"Vision of Death","4","Spell","Will","Common","Activity","2","2","Show the target a vision of their own death, causing fear and mental damage.",
"Vital Beacon","4","Spell","None","Common","Activity","1","1","Radiate vitality that heals creatures that touch you.",
"Wall of Fire","4","Spell","None","Common","Activity","3","3","Create a blazing wall that burns creatures that pass through.",
"Wall of Mirrors","4","Spell","None","Rare","Activity","2","2","You create a solid wall of shimmering reflective glass",
"Weapon Storm","4","Spell","Reflex","Common","Activity","2","2","Multiply a weapon you hold and attack many creatures with it.",
"Web of Influence","4","Spell","None","Uncommon","Activity","1","1","You learn the location of the nearest creature to whom the target is connected in a magical manner.",
"Whispers of the Void","4","Spell","Fortitude","Common","Activity","2","2","Drain creaturesâ€™ vigor with void energy.",
"Winning Streak","4","Spell","None","Common","Free","0","0","Quicken a target and make its critical hits spread the quickness.",
"Ymeri's Mark","4","Spell","Fortitude","Common","Activity","2","2","Curse a creature with the Queen of the Infernoâ€™s mark to track it or make it explode.",
"Zephyr Slip","4","Spell","None","Common","Reaction","0","0","React to fly away from a creature.",
"Aberrant Form","5","Spell","None","Common","Activity","2","2","Transform into an aberration battle form.",
"Abyssal Plague","5","Spell","Fortitude","Common","Activity","2","2","Inflict a draining curse.",
"Acid Storm","5","Spell","None","Common","Activity","2","2","You evoke a storm of acid rain that pelts the area for the spellâ€™s duration.",
"Bandit's Doom","5","Spell","None","Common","Activity","1","1","Set up a ward to protect an item.",
"Banishment","5","Spell","Will","Common","Activity","2","2","Send a creature back to its home plane.",
"Belittling Boast","5","Spell","None","Uncommon","Activity","2","2","You boast about your skills or combat prowess, bolstering your own abilities and belittling your opponents.",
"Blackfinger's Blades","5","Spell","None","Uncommon","Activity","2","2","You pray for swift and painful death to your enemies and find your and your allies' weapons blessed to deliver just that.",
"Blazing Fissure","5","Spell","Reflex","Common","Activity","2","2","Rip a crack of magma in the earth.",
"Blessing of Defiance","5","Spell","None","Common","Activity","3","3","Boost one of an ally's defenses.",
"Blind Eye","5","Spell","None","Uncommon","Activity","1","1","You enchant a single object, preventing it from being used for magical observation.",
"Blinding Foam","5","Spell","None","Uncommon","Activity","2","2","You spray a colorful, caustic foam into the target's eyes, which clings to their face.",
"Blink Charge","5","Spell","None","Common","Activity","2","2","Teleport and attack with magical force.",
"Blister","5","Spell","Fortitude","Common","Activity","2","2","Grow blisters on a creature and pop them to spray acid.",
"Blood Feast","5","Spell","None","Uncommon","Activity","2","2","Your head splits vertically into an enormous maw, which feasts upon the target's blood.",
"Breath of Life","5","Spell","None","Common","Reaction","0","0","React to revive a character at the moment of its death.",
"Chameleon Coat","5","Spell","None","Common","Activity","3","3","Camouflage creatures to their environment.",
"Chromatic Wall","5","Spell","None","Common","Activity","3","3","A wall of light offers a unique protection based on its color.",
"Cloak of Colors","5","Spell","None","Common","Activity","2","2","Bright colors dazzle and blind creatures.",
"Confusing Cry","5","Spell","Will","Common","Activity","2","2","You give an unsettling, warbling cry that causes nearby creatures to lash out without control.",
"Control Water","5","Spell","None","Common","Activity","2","2","Raise or lower water in a large area.",
"Corrosive Muck","5","Spell","None","Common","Activity","2","2","Create two puddles of acidic slime.",
"Death Ward","5","Spell","None","Common","Activity","2","2","Protect a creature against negative energy.",
"Desperate Repair","5","Spell","None","Uncommon","Reaction","0","0","You hold a shield together with the power of your magic, forcing wood and steel to fuse back together.",
"Divine Immolation","5","Spell","Reflex","Common","Activity","2","2","Call divine fire from the sky.",
"Dreaming Potential","5","Spell","None","Common","Activity","1","1","The target retrains in its dreams.",
"Drop Dead","5","Spell","None","Uncommon","Reaction","0","0","The target appears to die, but turns invisible.",
"Ectoplasmic Expulsion","5","Spell","None","Uncommon","Activity","3","3","You call upon tendrils of ephemeral ectoplasm to pass through the target and carry away a harmful psychic affliction.",
"Elemental Breath","5","Spell","None","Common","Activity","3","3","Breathe out elemental energy.",
"Elemental Form","5","Spell","None","Common","Activity","2","2","Turn into an elemental.",
"Engrave Memory","5","Spell","None","Uncommon","Activity","1","1","Store memories in a stone.",
"Entwined Roots","5","Spell","None","Common","Activity","1","1","Protect creatures with durable roots that can catch ranged weapons.",
"Etheric Shards","5","Spell","None","Common","Activity","2","2","Fill an area with glittering blades of force",
"False Vision","5","Spell","None","Uncommon","Activity","1","1","Trick a scrying spell.",
"Fire's Pathway","5","Spell","None","Uncommon","Activity","1","1","Teleport from fire to fire.",
"Flame Dancer","5","Spell","None","Common","Activity","2","2","Encircle a creature in flames to inflame its strikes and give it an intimidating dance.",
"Flames of Ego","5","Spell","Will","Common","Activity","2","2","Light up a creature and make it fascinated with itself.",
"Flammable Fumes","5","Spell","None","Common","Activity","3","3","Conjure poisonous fumes that can explode in flame.",
"Flowing Strike","5","Spell","None","Common","Activity","3","3","Flow on a wave and attack on the way.",
"Forceful Hand","5","Spell","None","Common","Activity","2","2","Create a hand of force that can interpose to defend you or attack if heightened.",
"Freezing Rain","5","Spell","None","Common","Activity","3","3","Chill and slow creatures with cold rain.",
"Geyser","5","Spell","Reflex","Common","Activity","2","2","Blast foes upward with superheated water, causing them to fall and leaving concealing fog.",
"Glimmer of Charm","5","Spell","Will","Common","Activity","2","2","Briefly improve the attitude of nearby creatures with a charming aura.",
"Grisly Growths","5","Spell","None","Common","Activity","2","2","A creature grows sickening limbs and organs.",
"Hallucination","5","Spell","None","Common","Activity","2","2","Cause a creature to believe one thing is another, to notice something that isn't there, or to be unable to detect something.",
"Healing Well","5","Spell","None","Common","Activity","3","3","Create a well that you and your allies can use to heal.",
"Howling Blizzard","5","Spell","Reflex","Common","Activity","3","3","Fill a cone or burst with cold winds and snowdrifts.",
"Illusory Scene","5","Spell","None","Common","Activity","1","1","Create an imaginary scene containing multiple creatures and objects.",
"Imaginary Lockbox","5","Spell","None","Common","Activity","1","1","Hide items in a mental compartment.",
"Impaling Spike","5","Spell","Reflex","Common","Activity","2","2","Skewer a creature with a cold iron spike.",
"Incendiary Fog","5","Spell","None","Rare","Activity","3","3","You summon a cloud of flammable black dust.",
"Inevitable Disaster","5","Spell","Fortitude","Common","Activity","2","2","Twist fate to damage a foe in the near future.",
"Infectious Comedy","5","Spell","Will","Uncommon","Activity","2","2","You tell a magical joke and infect a target with laughter that spreads to those nearby.",
"Invoke Spirits","5","Spell","Will","Common","Activity","2","2","Call a group of ghostly apparitions to attack your foes.",
"Lashunta's Life Bubble","5","Spell","None","Uncommon","Free","0","0","You create a replenishing protective bubble of fresh, temperate air around the target.",
"Lightning Storm","5","Spell","None","Common","Activity","3","3","Create clouds and call down lightning.",
"Magic Passage","5","Spell","None","Uncommon","Activity","2","2","Open a temporary passage through a surface.",
"Mantle of the Frozen Heart","5","Spell","None","Common","Activity","2","2","Morph your body with ice, which you can change during the spell.",
"Mantle of the Magma Heart","5","Spell","None","Common","Activity","2","2","Morph yourself with fire, which you can change during the spell.",
"Mantle of the Melting Heart","5","Spell","None","Common","Activity","2","2","Morph your body with metal, which you can change during the spell.",
"Mantle of the Unwavering Heart","5","Spell","None","Common","Activity","2","2","Morph your body with wood, which you can change during the spell.",
"Mariner's Curse","5","Spell","Will","Common","Activity","2","2","Infect a creature with the curse of the rolling sea.",
"Mind Probe","5","Spell","Will","Uncommon","Activity","1","1","Uncover knowledge and memories in a creature's mind.",
"Mirecloak","5","Spell","Fortitude","Uncommon","Activity","2","2","You wrap the targeted creatures in thin, sickly green shrouds that sap information from attackers.",
"Mirror Malefactors","5","Spell","None","Common","Activity","2","2","Mirrors surround a target, and the reflections attack them repeatedly.",
"Moon Frenzy","5","Spell","None","Common","Activity","2","2","Give willing creatures fangs and claws, and send them into a frenzy.",
"Nature's Pathway","5","Spell","None","Uncommon","Activity","1","1","Teleport from tree to tree.",
"Pillars of Sand","5","Spell","None","Uncommon","Activity","3","3","Create pillars of sand.",
"Plant Form","5","Spell","None","Common","Activity","2","2","Turn into a dangerous plant creature.",
"Portrait of the Artist","5","Spell","None","Common","Activity","1","1","Appear to have the features and skills of a famous artist.",
"Pressure Zone","5","Spell","Fortitude","Common","Activity","3","3","Reduce air pressure to deafen and debilitate.",
"Quicken Time","5","Spell","None","Common","Activity","2","2","Accelerate time in a nearby area",
"Rallying Banner","5","Spell","None","Uncommon","Activity","2","2","You create an illusory banner representing a revolution, social movement, or organization such as the Firebrands.",
"Ravening Maw","5","Spell","Will","Uncommon","Activity","2","2","You evoke Zevgavizebâ€™s unceasing hunger and inflict it upon your target.",
"Repelling Pulse","5","Spell","Reflex","Common","Activity","2","2","Telekinetically knock creatures back and damage them with force.",
"Return Beacon","5","Spell","None","Uncommon","Activity","1","1","You create a unique planar beacon somewhere within the spell's range that remains in place.",
"Rewinding Step","5","Spell","None","Common","Activity","1","1","Anchor your location in time so you can quickly return.",
"Rip the Spirit","5","Spell","None","Common","Activity","3","3","Tear at a living creature's spirit with negative energy to damage and drain it.",
"Ritual Obstruction","5","Spell","None","Uncommon","Activity","1","1","You establish a zone of magical feedback that makes it impossible to succeed at rituals of this spell's level or lower in the area.",
"Sawtooth Terrain","5","Spell","None","Rare","Activity","3","3","You cause long, serrated mantis limbs to appear.",
"Scouring Pulse","5","Spell","Reflex","Uncommon","Activity","2","2","You inundate the area with concentrated positive energy, which scours away the stain of undeath.",
"Scouting Eye","5","Spell","None","Common","Activity","1","1","Invisible eye transmits what it sees to you.",
"Sending","5","Spell","None","Common","Activity","3","3","Send a message to a creature anywhere on the planet and get a reply.",
"Shadow Blast","5","Spell","None","Common","Activity","2","2","Shape a damaging cone of shadow substance to deal damage of a type you choose.",
"Shadow Siphon","5","Spell","None","Common","Reaction","0","0","React to lessen the damage from an enemy's spell by making it partially illusion.",
"Slither","5","Spell","Reflex","Common","Activity","3","3","Shadowy snakes bite and capture creatures.",
"Soulshelter Vessel","5","Spell","None","Uncommon","Activity","2","2","You connect the spirit of the target creature with the target object, giving their spirit a durable vessel that protects and empowers their body.",
"Speak with Stones","5","Spell","None","Common","Activity","2","2","Communicate with natural and worked stone.",
"Spiritual Guardian","5","Spell","None","Common","Activity","2","2","Create a magical guardian to attack at your command and take damage for your allies.",
"Spiritual Torrent","5","Spell","None","Uncommon","Activity","3","3","You release your spiritual essence in a torrential blast of energy, dealing 10d6 damage.",
"Stagnate Time","5","Spell","Will","Common","Activity","2","2","Decelerate time in a nearby area",
"Stormburst","5","Spell","Reflex","Uncommon","Activity","2","2","Your voice projects like cracking thunder as you summon a localized storm, creating a fearsome surge of lightning and wind.",
"Strange Geometry","5","Spell","Will","Common","Activity","3","3","Confoundingly warp spatial geometry, making passage difficult and destinations unpredictable.",
"Subconscious Suggestion","5","Spell","Will","Common","Activity","2","2","Plant a suggestion in a creature's mind that is must follow when a trigger occurs.",
"Summon Anarch","5","Spell","None","Common","Activity","3","3","Summon a chaotic celestial, monitor, or fiend.",
"Summon Axiom","5","Spell","None","Common","Activity","3","3","Summon a lawful celestial, monitor, or fiend.",
"Summon Celestial","5","Spell","None","Common","Activity","3","3","Conjure a celestial to fight for you.",
"Summon Dragon","5","Spell","None","Common","Activity","3","3","Conjure a dragon to fight on your behalf.",
"Summon Entity","5","Spell","None","Common","Activity","3","3","Conjure an aberration to fight on your behalf.",
"Summon Fiend","5","Spell","None","Common","Activity","3","3","Conjure a fiend to fight on your behalf.",
"Summon Giant","5","Spell","None","Common","Activity","3","3","Conjure a giant to fight on your behalf.",
"Summon Healing Servitor","5","Spell","None","Uncommon","Activity","3","3","You call forth a servitor forged from raw positive energy to heal and bolster your allies.",
"Summon Monitor","5","Spell","None","Common","Activity","3","3","Conjure a planar monitor to fight on your behalf.",
"Synaptic Pulse","5","Spell","Will","Common","Activity","2","2","Slow creatures with a mental blast.",
"Synesthesia","5","Spell","Will","Common","Activity","2","2","Rewire a creatureâ€™s senses.",
"Telekinetic Haul","5","Spell","None","Common","Activity","2","2","Move a large object.",
"Telepathic Bond","5","Spell","None","Uncommon","Activity","1","1","Link minds with willing creatures to communicate telepathically at great distances.",
"Temporary Glyph","5","Spell","None","Common","Activity","3","3","Quickly scribe a short-lived glyph to blast foes.",
"Toxic Cloud","5","Spell","None","Common","Activity","3","3","A bank of poison fog rolls away from you.",
"Transmute Rock and Mud","5","Spell","None","Common","Activity","3","3","Turn an area of rock into mud or vice versa.",
"Truespeech","5","Spell","None","Uncommon","Activity","2","2","Let a creature understand and speak all languages.",
"Umbral Journey","5","Spell","None","Uncommon","Activity","1","1","Travel rapidly via the Netherworld.",
"Wall of Flesh","5","Spell","None","Common","Activity","2","2","Spawn a wall of living flesh.",
"Wall of Ice","5","Spell","None","Common","Activity","3","3","Sculpt a foot-thick wall of ice that blocks sight and can chill creatures.",
"Wall of Stone","5","Spell","None","Common","Activity","3","3","Shape a wall of stone.",
"Wave of Despair","5","Spell","Will","Common","Activity","2","2","Drive creatures in an area to despair.",
"Wisdom of the Winds","5","Spell","None","Uncommon","Activity","1","1","Ask air spirits for guidance.",
"Wyvern Sting","5","Spell","Fortitude","Uncommon","Activity","2","2","You duplicate the venomous sting of a wyvern.",
"Arrow Salvo","6","Spell","None","Common","Activity","2","2","Fling massive arrows that can damage and knock down foes.",
"Aura of the Unremarkable","6","Spell","None","Uncommon","Activity","2","2","You and allies in the area appear to be completely innocuous to other creatures within the spell's area, regardless of the actions you're committing.",
"Awaken Entropy","6","Spell","None","Common","Activity","3","3","Age creatures and objects to dust",
"Blanket of Stars","6","Spell","Will","Common","Activity","2","2","A cloak of darkness hides you in the dark.",
"Blessed Boundary","6","Spell","Reflex","Common","Activity","3","3","Manifest divine force in a protective sphere.",
"Blinding Fury","6","Spell","Will","Common","Reaction","0","0","Curse a creature to be unable to see its victims.",
"Bound in Death","6","Spell","Will","Uncommon","Activity","2","2","You tether another creature's spirit to your own, shunting part of the damage dealt to you onto one of your foes.",
"Cast into Time","6","Spell","Fortitude","Common","Activity","2","2","Make a creature fall through time, damaging and sickening it.",
"Catch Your Name","6","Spell","Will","Rare","Reaction","0","0","You learn a private name (but not the true name) of the creature who spoke your name, as well as their precise location, unless they succeed at a Will save to negate the effect.",
"Chain Lightning","6","Spell","None","Common","Activity","2","2","An arc of lightning jumps from creature to creature.",
"Chromatic Image","6","Spell","None","Common","Activity","2","2","Colorful mirror images damage foes who destroy them.",
"Collective Transposition","6","Spell","Will","Common","Activity","2","2","Teleport up to two creatures to new positions near you.",
"Crimson Breath","6","Spell","Fortitude","Rare","Activity","2","2","You turn a creature toward you and exhale a blast of crimson mist from your mouth",
"Cursed Metamorphosis","6","Spell","Fortitude","Common","Activity","2","2","Transform the target into a harmless animal.",
"Daemon Form","6","Spell","None","Common","Activity","2","2","Turn into a daemon battle form.",
"Demon Form","6","Spell","None","Common","Activity","2","2","Turn into a demon battle form.",
"Devil Form","6","Spell","None","Common","Activity","2","2","Turn into a devil battle form.",
"Disintegrate","6","Spell","None","Common","Activity","2","2","Reduce a creature or object to dust.",
"Dominate","6","Spell","Will","Uncommon","Activity","2","2","A creature must obey your orders.",
"Dragon Form","6","Spell","None","Common","Activity","2","2","Turn into a dragon.",
"Elemental Confluence","6","Spell","None","Common","Activity","3","3","Summon a confluence of elementals of all four elements.",
"Fateful Condemnation","6","Spell","None","Uncommon","Activity","2","2","You draw upon the target's negative fate to afflict it and its nearby allies",
"Field of Life","6","Spell","None","Common","Activity","2","2","Create a vital energy field that heals those who remain within.",
"Field of Razors","6","Spell","None","Common","Activity","3","3","Fill an area with a tangle of razor wire.",
"Flame Vortex","6","Spell","None","Common","Activity","3","3","Invoke a moving tornado of fire and wind.",
"Frost Pillar","6","Spell","Reflex","Common","Activity","2","2","Freeze a creature in a pillar of ice.",
"Gray Shadow","6","Spell","None","Uncommon","Activity","3","3","You pray over a dying creature, drawing its shadow into your service as long as its owner is stooped at death's door.",
"Hag's Fruit","6","Spell","Fortitude","Uncommon","Activity","1","1","You imbue a single piece of fruit with a curse that leaves its victims in a magical sleep.",
"Halcyon Infusion","6","Spell","None","Rare","Activity","1","1","You infuse magical energy into your target, opening up their mind to the pathways of magic and granting them the ability to use magic to affect the world around them.",
"Heinous Future","6","Spell","Will","Uncommon","Activity","2","2","You hold up fractured mirror to the target, and in that mirror it sees a thing that may yet come to pass.",
"Lignify","6","Spell","Fortitude","Common","Activity","2","2","Turn a creature to wood.",
"Lure Dream","6","Spell","None","Rare","Activity","3","3","You reach out to the dream realm, beckoning an animate dream to your side.",
"Mantle of Heaven's Slopes","6","Spell","None","Uncommon","Activity","2","2","You surround yourself in a mantle of heavenly power, invoking the power of the layers of the celestial mountain above.",
"Mislead","6","Spell","None","Common","Activity","2","2","Turn invisible and create a duplicate of yourself who acts like you.",
"Nature's Reprisal","6","Spell","None","Common","Activity","3","3","Anger plant life to slow and damage creatures.",
"Necrotize","6","Spell","Fortitude","Common","Activity","2","2","Necrotize a foe's body, harming and randomly debilitating them.",
"Never Mind","6","Spell","Will","Common","Activity","2","2","Stupefy a creature permanently.",
"Personal Ocean","6","Spell","None","Common","Activity","2","2","Surround yourself in a bubble of water.",
"Petrify","6","Spell","Fortitude","Common","Activity","2","2","Turn a creature into a stone statue.",
"Phantasmal Calamity","6","Spell","Will","Common","Activity","2","2","Create visions of an apocalypse to damage creatures mentally.",
"Phantom Orchestra","6","Spell","None","Common","Activity","2","2","An invisible orchestra damages with bursts of sound.",
"Poltergeist's Fury","6","Spell","None","Common","Activity","3","3","Become the center of a storm of telekinetic fury",
"Purple Worm Sting","6","Spell","Fortitude","Common","Activity","2","2","Damage a creature and infect it with purple worm venom.",
"Raise Dead","6","Spell","None","Uncommon","Activity","1","1","Return a dead creature to life.",
"Ravenous Darkness","6","Spell","None","Uncommon","Activity","3","3","You create a shroud of magical darkness that feeds on those inside it.",
"Repulsion","6","Spell","Will","Common","Activity","2","2","Prevent creatures from approaching you.",
"Rose's Thorns","6","Spell","Reflex","Uncommon","Activity","2","2","Rose bushes with razor-sharp thorns sprout from the ground in the area.",
"Sacred Form","6","Spell","None","Common","Activity","2","2","Transform into a battle form with sacred armaments.",
"Scintillating Safeguard","6","Spell","None","Common","Reaction","0","0","Reactively form a protective barrier.",
"Scrying","6","Spell","Will","Uncommon","Activity","1","1","Spy on a creature you choose.",
"Spellwrack","6","Spell","Will","Common","Activity","2","2","Curse a creature to be harmed when a spell is cast on it and lower the duration of its spells.",
"Spirit Blast","6","Spell","None","Common","Activity","2","2","Damage a creature's spiritual essence.",
"Stone to Flesh","6","Spell","None","Common","Activity","2","2","Turn a creature turned to stone back to flesh.",
"Suffocate","6","Spell","Fortitude","Uncommon","Activity","2","2","You forcefully and cruelly draw the living breath from a creature's lungs, dealing 4d8 bludgeoning damage.",
"Suspended Retribution","6","Spell","None","Common","Activity","2","2","See disaster in the future that strikes when the target takes a specific action",
"Tangling Creepers","6","Spell","None","Common","Activity","3","3","Entangle creatures in a burst and concentrate to lash out with immobilizing vines.",
"Teleport","6","Spell","None","Uncommon","Activity","1","1","Transport you and willing creatures a great distance.",
"Temporal Ward","6","Spell","Will","Rare","Activity","3","3","You ward a target doorway or container with a temporal trap that rewinds the personal timeline of creatures trying to open it.",
"Tree of Seasons","6","Spell","None","Common","Activity","2","2","Grow a tree with four explosive seedpods.",
"Truesight","6","Spell","None","Common","Activity","2","2","See through illusions and physical transformations.",
"Unexpected Transposition","6","Spell","Will","Common","Reaction","0","0","React to switch places with a creature.",
"Vampiric Exsanguination","6","Spell","None","Common","Activity","2","2","Draw blood and life force from creatures in a cone, harming them and healing yourself.",
"Vibrant Pattern","6","Spell","Will","Common","Activity","2","2","Make a pattern of lights that dazzles and blinds creatures who enter the area.",
"Vitrifying Blast","6","Spell","Reflex","Common","Activity","2","2","Glass shards cut creatures and turn them glass-like.",
"Wall of Force","6","Spell","None","Common","Activity","3","3","Create an invisible and durable plane of magical force.",
"Wall of Metal","6","Spell","None","Common","Activity","3","3","Shape a wall made of a particular metal.",
"Word of Revision","6","Spell","None","Rare","Reaction","0","0","As all good writers know, you shouldn't kill off your protagonist before their story is complete.",
"Zealous Conviction","6","Spell","None","Common","Activity","2","2","Instill unshakable conviction and zeal in willing creatures.",
"Zero Gravity","6","Spell","None","Uncommon","Activity","3","3","Remove gravity in an area.",
"Angel Form","7","Spell","None","Common","Activity","2","2","Transform into an angel battle form.",
"Beheading Buzz Saw","7","Spell","Reflex","Common","Activity","2","2","Lop heads off with a flying buzz saw.",
"Blightburn Blast","7","Spell","None","Uncommon","Activity","2","2","Inflict a creature with blightburn sickness.",
"Contingency","7","Spell","None","Common","Activity","1","1","Set up a spell to trigger later under your choice of circumstances.",
"Control Sand","7","Spell","None","Uncommon","Activity","2","2","Manipulate sand around you.",
"Corrosive Body","7","Spell","None","Common","Activity","2","2","Turn your body into living acid.",
"Cosmic Form","7","Spell","None","Common","Activity","2","2","Turn into a battle form based on the sun or moon.",
"Curse of the Spirit Orchestra","7","Spell","Will","Uncommon","Activity","2","2","You summon an invisible, insubstantial group of extraplanar musicians who follow the target and play distracting music to hinder its actions.",
"Dancing Fountain","7","Spell","None","Common","Activity","3","3","Tap a splendid fountain with majestic displays you command.",
"Deity's Strike","7","Spell","None","Common","Activity","2","2","Enormous deific weapon falls onto a foe from the sky.",
"Divine Decree","7","Spell","Fortitude","Common","Activity","2","2","Creatures opposing your deity's will are damaged, enfeebled, or banished.",
"Divine Vessel","7","Spell","None","Common","Activity","2","2","Take on aspects of a servitor of your deity.",
"Duplicate Foe","7","Spell","Fortitude","Common","Activity","3","3","Create a temporary duplicate of an enemy to fight for you.",
"Eclipse Burst","7","Spell","Reflex","Common","Activity","2","2","Explode a globe of darkness that deals cold damage, hurts the living, and overcomes light.",
"Energy Aegis","7","Spell","None","Common","Activity","1","1","A creature gains resistance to acid, cold, electricity, fire, force, sonic, vitality and void damage.",
"Entrancing Eyes","7","Spell","None","Uncommon","Activity","2","2","Your eyes glow with an entrancing radiance that captivates those who meet your gaze.",
"Ethereal Jaunt","7","Spell","None","Uncommon","Activity","2","2","Use the Ethereal Plane to move through objects and into the air.",
"Execute","7","Spell","None","Common","Activity","2","2","Pull a living creature toward death or an undead creature toward destruction.",
"Fiery Body","7","Spell","None","Common","Activity","2","2","Turn your body into living flame.",
"Frigid Flurry","7","Spell","None","Common","Activity","2","2","Turn into slashing snowflakes and fly in a straight line.",
"Heaving Earth","7","Spell","Reflex","Common","Activity","2","2","Make a shockwave that pushes creatures in the way and explodes when it reaches a target.",
"Hungry Depths","7","Spell","None","Common","Activity","3","3","Open a door to corrupted water that damages and consumes.",
"Inexhaustible Cynicism","7","Spell","Will","Common","Activity","2","2","Make creatures paranoid and cynical.",
"Interplanar Teleport","7","Spell","None","Uncommon","Activity","1","1","Transport creatures to another plane in the Multiverse.",
"Leng Sting","7","Spell","Fortitude","Uncommon","Activity","2","2","You use the power of nightmares to magically replicate the venomous attack of the aberrant and cunning Leng spiders.",
"Lifewood Cage","7","Spell","Reflex","Common","Activity","3","3","Trap a creature in a wooden cage.",
"Mask of Terror","7","Spell","None","Common","Activity","2","2","A creature's fearsome illusory appearance frightens observers.",
"Maze of Locked Doors","7","Spell","Will","Uncommon","Activity","2","2","The target of your spell is drawn into a long, twisting, extradimensional hallway.",
"Momentary Recovery","7","Spell","None","Common","Activity","2","2","Take some simple actions in the same instant that you teleport",
"Moonburst","7","Spell","Reflex","Uncommon","Activity","2","2","A powerful globe of chilling moonlight explodes in the area, dealing 8d10 cold damage to creatures and objects in the area, plus 8d10 additional positive damage to undead creatures.",
"Planar Palace","7","Spell","None","Uncommon","Activity","1","1","Conjure a secure dwelling in a demiplane.",
"Planar Seal","7","Spell","None","Uncommon","Activity","2","2","Raise a barrier against teleportation and summoning.",
"Pollen Pods","7","Spell","None","Common","Activity","2","2","Cultivate trap-like pollen bulbs that explode.",
"Possession","7","Spell","Will","Uncommon","Activity","2","2","Send your mind and soul into another creature's body.",
"Power Word Blind","7","Spell","None","Uncommon","Free","0","0","Utter a word that blinds a creature.",
"Prismatic Armor","7","Spell","None","Common","Activity","2","2","Multicolored armor dazzles foes and protects against many damage types.",
"Prismatic Spray","7","Spell","None","Common","Activity","2","2","Shoot rainbow beams that have various effects on creatures in a cone.",
"Project Image","7","Spell","None","Common","Activity","2","2","Make an illusion of yourself you can cast spells through.",
"Regenerate","7","Spell","None","Common","Activity","2","2","Creature heals over time, regrows organs, and reattaches body parts.",
"Retrocognition","7","Spell","None","Common","Activity","1","1","Sense impressions of past events at your location.",
"Return to Essence","7","Spell","None","Rare","Activity","2","2","You unravel the magic of a spell that affects a container, door, or lock, converting it into energy you can repurpose to power your own spells.",
"Reverse Gravity","7","Spell","None","Uncommon","Activity","3","3","Flip the gravitational pull in an area.",
"Shadow Raid","7","Spell","None","Common","Activity","3","3","A swarm of illusory shadows damages foes in the area and provides concealment.",
"Shock to the System","7","Spell","None","Common","Activity","2","2","Lightning revives and revitalizes.",
"Spell Riposte","7","Spell","None","Uncommon","Reaction","0","0","Reflect a spell targeted at you.",
"Spell Turning","7","Spell","None","Uncommon","Activity","2","2","Reflect spells back at their caster.",
"Summon Stampede","7","Spell","None","Common","Activity","3","3","You summon an unstoppable stampede of panicking beasts.",
"Sunburst","7","Spell","Reflex","Common","Activity","2","2","A globe of sunlight deals fire damage, hurts undead, and overcomes darkness.",
"Telekinetic Bombardment","7","Spell","Reflex","Common","Activity","2","2","Hurl large objects with your mind",
"Tempest of Shades","7","Spell","None","Common","Activity","3","3","Summon an incarnate tornado of undead shades to drain and frighten foes.",
"Time Beacon","7","Spell","None","Common","Free","0","0","You create a beacon in time, intending to return to it if things go wrong.",
"True Target","7","Spell","None","Common","Free","0","0","Make multiple attacks against a creature especially accurate.",
"Unfettered Pack","7","Spell","None","Common","Activity","2","2","Let creatures avoid environmental hindrances.",
"Vacuum","7","Spell","Fortitude","Common","Activity","2","2","Inhale to steal breath from creatures around you.",
"Visions of Danger","7","Spell","None","Common","Activity","3","3","A vision of a swarm deals mental damage.",
"Volcanic Eruption","7","Spell","Reflex","Common","Activity","2","2","Cause massive lava sprays that burn creatures and encase them in rock.",
"Warp Mind","7","Spell","Will","Common","Activity","2","2","Confuse a creature, possibly permanently.",
"All is One, One is All","8","Spell","None","Rare","Activity","3","3","You meld the targets' matter and life force into one and then, in an instant, sift them back out into their component selves.",
"Antimagic Field","8","Spell","None","Rare","Activity","3","3","Magic doesn't function in an area around you.",
"Arctic Rift","8","Spell","Fortitude","Common","Activity","2","2","Bitter cold damages and freezes a creature.",
"Boil Blood","8","Spell","Fortitude","Common","Activity","2","2","Boil a foe's blood.",
"Burning Blossoms","8","Spell","Will","Common","Activity","3","3","A tree fascinates enemies and burns creatures that stay beneath it.",
"Canticle of Everlasting Grief","8","Spell","Will","Common","Activity","2","2","Sing a mournful dirge that frightens and mentally damages a foe, preventing its bonuses.",
"Clone Companion","8","Spell","None","Common","Activity","3","3","Create a duplicate animal companion that mirrors your companion's actions.",
"Confusing Colors","8","Spell","Will","Common","Activity","2","2","Dazzle, confuse, or stun creatures in a cloud.",
"Deluge","8","Spell","None","Uncommon","Activity","2","2","You unleash a catastrophic downpour in the area that vanishes an instant later.",
"Desiccate","8","Spell","None","Common","Activity","2","2","Pull moisture from creatures, damaging them.",
"Devour Life","8","Spell","None","Uncommon","Activity","2","2","You attempt to utterly consume the target's life force.",
"Disappearance","8","Spell","None","Common","Activity","2","2","Make a creature invisible, silent, and undetectable by special senses.",
"Divine Armageddon","8","Spell","None","Common","Activity","2","2","Call on your deity to bring about a cataclysm.",
