"spell_name","trait_name"
"Flense","Uncommon"
"Flourishing Flora","Concentrate"
"Flourishing Flora","Manipulate"
"Flourishing Flora","Plant"
"Flourishing Flora","Wood"
"Fold Metal","Concentrate"
"Fold Metal","Manipulate"
"Fold Metal","Metal"
"Foraging Friends","Concentrate"
"Foraging Friends","Manipulate"
"Force Barrage","Concentrate"
"Force Barrage","Force"
"Force Barrage","Manipulate"
"Forced Mercy","Emotion"
"Forced Mercy","Enchantment"
"Forced Mercy","Mental"
"Forced Mercy","Uncommon"
"Forge","Evocation"
"Forge","Fire"
"Forge","Uncommon"
"Friendfetch","Evocation"
"Friendfetch","Force"
"Friendfetch","Uncommon"
"Gentle Landing","Air"
"Gentle Landing","Concentrate"
"Glowing Trail","Transmutation"
"Glowing Trail","Uncommon"
"Goblin Pox","Concentrate"
"Goblin Pox","Disease"
"Goblin Pox","Manipulate"
"Gravitational Pull","Evocation"
"Grease","Concentrate"
"Grease","Manipulate"
"Grim Tendrils","Concentrate"
"Grim Tendrils","Manipulate"
"Grim Tendrils","Void"
"Gritty Wheeze","Air"
"Gritty Wheeze","Earth"
"Gritty Wheeze","Evocation"
"Gritty Wheeze","Uncommon"
"Gust of Wind","Air"
"Gust of Wind","Concentrate"
"Gust of Wind","Manipulate"
"Harm","Manipulate"
"Harm","Void"
"Heal","Healing"
"Heal","Manipulate"
"Heal","Vitality"
"Helpful Steps","Conjuration"
"Hippocampus Retreat","Attack"
"Hippocampus Retreat","Concentrate"
"Hippocampus Retreat","Manipulate"
"Hippocampus Retreat","Morph"
"Horizon Thunder Sphere","Attack"
"Horizon Thunder Sphere","Electricity"
"Horizon Thunder Sphere","Evocation"
"Hydraulic Push","Attack"
"Hydraulic Push","Concentrate"
"Hydraulic Push","Manipulate"
"Hydraulic Push","Water"
"Ill Omen","Concentrate"
"Ill Omen","Curse"
"Ill Omen","Manipulate"
"Ill Omen","Misfortune"
"Illusory Disguise","Concentrate"
"Illusory Disguise","Illusion"
"Illusory Disguise","Manipulate"
"Illusory Disguise","Visual"
"Illusory Object","Concentrate"
"Illusory Object","Illusion"
"Illusory Object","Manipulate"
"Illusory Object","Visual"
"Imprint Message","Concentrate"
"Imprint Message","Manipulate"
"Infuse Vitality","Concentrate"
"Infuse Vitality","Manipulate"
"Infuse Vitality","Vitality"
"Inkshot","Conjuration"
"Inkshot","Poison"
"Inkshot","Rare"
"Instant Pottery","Concentrate"
"Instant Pottery","Earth"
"Instant Pottery","Manipulate"
"Interposing Earth","Earth"
"Interposing Earth","Manipulate"
"Invisible Item","Concentrate"
"Invisible Item","Illusion"
"Invisible Item","Manipulate"
"Item Facade","Concentrate"
"Item Facade","Illusion"
"Item Facade","Manipulate"
"Item Facade","Visual"
"Jump","Manipulate"
"Jump","Move"
"Juvenile Companion","Polymorph"
"Juvenile Companion","Transmutation"
"Kinetic Ram","Evocation"
"Kinetic Ram","Force"
"Know Location","Detection"
"Know Location","Divination"
"Know Location","Rare"
"Leaden Steps","Concentrate"
"Leaden Steps","Manipulate"
"Leaden Steps","Metal"
"Leaden Steps","Morph"
"Liberating Command","Enchantment"
"Liberating Command","Mental"
"Lock","Concentrate"
"Lock","Manipulate"
"Lose the Path","Illusion"
"Lose the Path","Mental"
"Lose the Path","Visual"
"Magic Stone","Necromancy"
"Magic Stone","Positive"
"Mending","Concentrate"
"Mending","Manipulate"
"Message Rune","Divination"
"Message Rune","Linguistic"
"Message Rune","Mental"
"Mindlink","Concentrate"
"Mindlink","Manipulate"
"Mindlink","Mental"
"Mud Pit","Concentrate"
"Mud Pit","Earth"
"Mud Pit","Manipulate"
"Mud Pit","Water"
"Mystic Armor","Concentrate"
"Mystic Armor","Manipulate"
"Necromancer's Generosity","Necromancy"
"Necromancer's Generosity","Negative"
"Negate Aroma","Abjuration"
"Nettleskin","Plant"
"Nettleskin","Transmutation"
"Nettleskin","Uncommon"
"Noxious Vapors","Concentrate"
"Noxious Vapors","Manipulate"
"Noxious Vapors","Poison"
"Nudge the Odds","Divination"
"Nudge the Odds","Uncommon"
"Object Reading","Concentrate"
"Object Reading","Manipulate"
"Overselling Flourish","Illusion"
"Overselling Flourish","Uncommon"
"Penumbral Shroud","Darkness"
"Penumbral Shroud","Evocation"
"Personal Rain Cloud","Evocation"
"Personal Rain Cloud","Uncommon"
"Personal Rain Cloud","Water"
"Pest Form","Concentrate"
"Pest Form","Manipulate"
"Pest Form","Polymorph"
"Pet Cache","Extradimensional"
"Pet Cache","Manipulate"
"Phantasmal Minion","Concentrate"
"Phantasmal Minion","Manipulate"
"Phantasmal Minion","Summon"
"Phantom Pain","Concentrate"
"Phantom Pain","Illusion"
"Phantom Pain","Manipulate"
"Phantom Pain","Mental"
"Phantom Pain","Nonlethal"
"Pocket Library","Divination"
"Pocket Library","Extradimensional"
"Protection","Concentrate"
"Protection","Manipulate"
"Protector Tree","Concentrate"
"Protector Tree","Manipulate"
"Protector Tree","Plant"
"Protector Tree","Wood"
"Pummeling Rubble","Concentrate"
"Pummeling Rubble","Earth"
"Pummeling Rubble","Manipulate"
"Purifying Icicle","Cold"
"Purifying Icicle","Evocation"
"Purifying Icicle","Positive"
"Purifying Icicle","Uncommon"
"Putrefy Food and Drink","Necromancy"
"Quick Sort","Transmutation"
"Restyle","Transmutation"
"Runic Body","Concentrate"
"Runic Body","Manipulate"
"Runic Weapon","Concentrate"
"Runic Weapon","Manipulate"
"Sacred Beasts","Concentrate"
"Sacred Beasts","Manipulate"
"Sanctuary","Concentrate"
"Sanctuary","Manipulate"
"Schadenfreude","Concentrate"
"Schadenfreude","Emotion"
"Schadenfreude","Mental"
"Scorching Blast","Evocation"
"Scorching Blast","Fire"
"Scorching Blast","Rare"
"Scouring Sand","Earth"
"Scouring Sand","Evocation"
"Scouring Sand","Uncommon"
"Seashell of Stolen Sound","Divination"
"Seashell of Stolen Sound","Sonic"
"Share Lore","Divination"
"Share Lore","Mental"
"Shattering Gem","Abjuration"
"Shattering Gem","Earth"
"Shielded Arm","Concentrate"
"Shielded Arm","Manipulate"
"Shielded Arm","Metal"
"Shillelagh","Plant"
"Shillelagh","Transmutation"
"Shockwave","Earth"
"Shockwave","Evocation"
"Signal Skyrocket","Concentrate"
"Signal Skyrocket","Fire"
"Signal Skyrocket","Manipulate"
"Signal Skyrocket","Sonic"
"Sleep","Concentrate"
"Sleep","Incapacitation"
"Sleep","Manipulate"
"Sleep","Mental"
"Sleep","Sleep"
"Snowball","Attack"
"Snowball","Cold"
"Snowball","Evocation"
"Snowball","Water"
"Soothe","Concentrate"
"Soothe","Emotion"
"Soothe","Healing"
"Soothe","Manipulate"
"Soothe","Mental"
"Spider Sting","Concentrate"
"Spider Sting","Manipulate"
"Spider Sting","Poison"
"Spirit Link","Concentrate"
"Spirit Link","Healing"
"Spirit Link","Manipulate"
"Spirit Link","Spirit"
"Summon Animal","Concentrate"
"Summon Animal","Manipulate"
"Summon Animal","Summon"
"Summon Construct","Concentrate"
"Summon Construct","Manipulate"
"Summon Construct","Summon"
"Summon Fey","Concentrate"
"Summon Fey","Manipulate"
"Summon Fey","Summon"
"Summon Lesser Servitor","Concentrate"
"Summon Lesser Servitor","Manipulate"
"Summon Lesser Servitor","Summon"
"Summon Plant or Fungus","Concentrate"
"Summon Plant or Fungus","Manipulate"
"Summon Plant or Fungus","Summon"
"Summon Undead","Concentrate"
"Summon Undead","Manipulate"
"Summon Undead","Summon"
"Sure Strike","Concentrate"
"Sure Strike","Fortune"
"Swampcall","Earth"
"Swampcall","Transmutation"
"Swampcall","Uncommon"
"Synchronize","Divination"
"Synchronize Steps","Enchantment"
"Synchronize Steps","Uncommon"
"Tailwind","Air"
"Tailwind","Concentrate"
"Tailwind","Manipulate"
"Temporary Tool","Conjuration"
"Tether","Abjuration"
"Thicket of Knives","Illusion"
"Thicket of Knives","Visual"
"Thoughtful Gift","Manipulate"
"Thoughtful Gift","Teleportation"
"Thunderstrike","Concentrate"
"Thunderstrike","Electricity"
"Thunderstrike","Manipulate"
"Thunderstrike","Sonic"
"Vanishing Tracks","Concentrate"
"Vanishing Tracks","Manipulate"
"Ventriloquism","Auditory"
"Ventriloquism","Concentrate"
"Ventriloquism","Illusion"
"Ventriloquism","Manipulate"
"Verdant Sprout","Concentrate"
"Verdant Sprout","Manipulate"
"Verdant Sprout","Plant"
"Verdant Sprout","Wood"
"Verminous Lure","Olfactory"
"Verminous Lure","Transmutation"
"Verminous Lure","Uncommon"
"Wall of Shrubs","Concentrate"
"Wall of Shrubs","Manipulate"
"Wall of Shrubs","Plant"
"Wall of Shrubs","Wood"
"Weaken Earth","Concentrate"
"Weaken Earth","Earth"
"Weaken Earth","Manipulate"
"Weave Wood","Concentrate"
"Weave Wood","Manipulate"
"Weave Wood","Wood"
"Wooden Fists","Concentrate"
"Wooden Fists","Manipulate"
"Wooden Fists","Morph"
"Wooden Fists","Wood"
"Acid Grip","Acid"
"Acid Grip","Concentrate"
"Acid Grip","Manipulate"
"Advanced Scurvy","Disease"
"Advanced Scurvy","Necromancy"
"Albatross Curse","Concentrate"
"Albatross Curse","Manipulate"
"Albatross Curse","Misfortune"
"Allfood","Transmutation"
"Allfood","Uncommon"
"Animal Form","Concentrate"
"Animal Form","Manipulate"
"Animal Form","Polymorph"
"Animal Messenger","Concentrate"
"Animal Messenger","Manipulate"
"Animal Messenger","Mental"
"Animated Assault","Concentrate"
"Animated Assault","Manipulate"
"Animus Mine","Abjuration"
"Animus Mine","Mental"
"Ash Cloud","Air"
"Ash Cloud","Conjuration"
"Ash Cloud","Fire"
"Augury","Concentrate"
"Augury","Manipulate"
"Augury","Prediction"
"Befitting Attire","Illusion"
"Befitting Attire","Visual"
"Binding Muzzle","Evocation"
"Binding Muzzle","Force"
"Binding Muzzle","Rare"
"Blast of the Bellows","Air"
"Blast of the Bellows","Evocation"
"Blast of the Bellows","Rare"
"Blazing Armory","Concentrate"
"Blazing Armory","Fire"
"Blazing Armory","Manipulate"
"Blazing Blade","Conjuration"
"Blazing Blade","Fire"
"Blazing Blade","Good"
"Blazing Blade","Rare"
"Blazing Bolt","Attack"
"Blazing Bolt","Concentrate"
"Blazing Bolt","Fire"
"Blazing Bolt","Manipulate"
"Blistering Invective","Auditory"
"Blistering Invective","Concentrate"
"Blistering Invective","Emotion"
"Blistering Invective","Fear"
"Blistering Invective","Manipulate"
"Blistering Invective","Mental"
"Blood Duplicate","Conjuration"
"Blood Duplicate","Uncommon"
"Blood Vendetta","Curse"
"Blur","Concentrate"
"Blur","Illusion"
"Blur","Manipulate"
"Blur","Visual"
"Bone Spray","Necromancy"
"Bone Spray","Uncommon"
"Boneshaker","Necromancy"
"Boneshaker","Uncommon"
"Bralani Referendum","Air"
"Bralani Referendum","Evocation"
"Bralani Referendum","Uncommon"
"Brand the Impenitent","Abjuration"
"Brand the Impenitent","Curse"
"Breath of Drought","Evocation"
"Breath of Drought","Fire"
"Breath of Drought","Uncommon"
"Brine Dragon Bile","Acid"
"Brine Dragon Bile","Concentrate"
"Brine Dragon Bile","Water"
"Burrow Ward","Concentrate"
"Burrow Ward","Earth"
"Burrow Ward","Manipulate"
"Calm","Concentrate"
"Calm","Emotion"
"Calm","Incapacitation"
"Calm","Manipulate"
"Calm","Mental"
"Carrion Mire","Conjuration"
"Carrion Mire","Negative"
"Carrion Mire","Uncommon"
"Cauterize Wounds","Concentrate"
"Cauterize Wounds","Fire"
"Cauterize Wounds","Healing"
"Cauterize Wounds","Manipulate"
"Charitable Urge","Concentrate"
"Charitable Urge","Incapacitation"
"Charitable Urge","Manipulate"
"Charitable Urge","Mental"
"Clad in Metal","Concentrate"
"Clad in Metal","Manipulate"
"Clad in Metal","Metal"
"Claws of the Otter","Cold"
"Claws of the Otter","Concentrate"
"Claws of the Otter","Manipulate"
"Clawsong","Transmutation"
"Clawsong","Uncommon"
"Cleanse Affliction","Concentrate"
"Cleanse Affliction","Healing"
"Cleanse Affliction","Manipulate"
"Cleanse Air","Air"
"Cleanse Air","Concentrate"
"Cleanse Air","Manipulate"
"Clear Mind","Concentrate"
"Clear Mind","Healing"
"Clear Mind","Manipulate"
"Clear Mind","Mental"
"Confetti Cloud","Conjuration"
"Confetti Cloud","Uncommon"
"Create Food","Concentrate"
"Create Food","Manipulate"
"Cutting Insult","Auditory"
"Cutting Insult","Emotion"
"Cutting Insult","Enchantment"
"Cutting Insult","Fear"
"Cutting Insult","Linguistic"
"Cutting Insult","Mental"
"Cutting Insult","Uncommon"
"Dancing Shield","Evocation"
"Dancing Shield","Uncommon"
"Darkness","Concentrate"
"Darkness","Darkness"
"Darkness","Manipulate"
"Darkvision","Concentrate"
"Darkvision","Manipulate"
"Deafness","Concentrate"
"Deafness","Manipulate"
"Death Knell","Death"
"Death Knell","Necromancy"
"Dismantle","Concentrate"
"Dismantle","Manipulate"
"Dispel Magic","Concentrate"
"Dispel Magic","Manipulate"
"Elemental Zone","Evocation"
"Embed Message","Concentrate"
"Embed Message","Illusion"
"Embed Message","Manipulate"
"Empathic Link","Divination"
"Empathic Link","Emotion"
"Empathic Link","Mental"
"Empathic Link","Uncommon"
"Empty Pack","Illusion"
"Enhance Victuals","Transmutation"
"Enlarge","Concentrate"
"Enlarge","Manipulate"
"Enlarge","Polymorph"
"Entangling Flora","Concentrate"
"Entangling Flora","Manipulate"
"Entangling Flora","Plant"
"Entangling Flora","Wood"
"Environmental Endurance","Concentrate"
"Environmental Endurance","Manipulate"
"Erase Trail","Abjuration"
"Erase Trail","Uncommon"
"Everlight","Concentrate"
"Everlight","Light"
"Everlight","Manipulate"
"Expeditious Excavation","Earth"
"Expeditious Excavation","Transmutation"
"Exploding Earth","Concentrate"
"Exploding Earth","Earth"
"Exploding Earth","Manipulate"
"Extract Poison","Abjuration"
"False Vitality","Concentrate"
"False Vitality","Manipulate"
"Falsify Heat","Concentrate"
"Falsify Heat","Fire"
"Falsify Heat","Illusion"
"Falsify Heat","Manipulate"
"Fear the Sun","Transmutation"
"Fear the Sun","Uncommon"
"Feast of Ashes","Curse"
"Feast of Ashes","Necromancy"
"Feral Shades","Necromancy"
"Final Sacrifice","Concentrate"
"Final Sacrifice","Fire"
"Final Sacrifice","Manipulate"
"Fireproof","Concentrate"
"Fireproof","Fire"
"Fireproof","Manipulate"
"Flame Wisp","Evocation"
"Flame Wisp","Fire"
"Floating Flame","Concentrate"
"Floating Flame","Fire"
"Floating Flame","Manipulate"
"Frog Tongue","Concentrate"
"Frog Tongue","Manipulate"
"Fungal Hyphae","Fungus"
"Fungal Hyphae","Necromancy"
"Fungal Infestation","Concentrate"
"Fungal Infestation","Fungus"
"Fungal Infestation","Manipulate"
"Fungal Infestation","Poison"
"Gecko Grip","Concentrate"
"Gecko Grip","Manipulate"
"Gentle Breeze","Air"
"Gentle Breeze","Concentrate"
"Gentle Breeze","Healing"
"Gentle Breeze","Manipulate"
"Gentle Breeze","Vitality"
"Ghostly Carrier","Concentrate"
"Ghostly Carrier","Manipulate"
"Ghoulish Cravings","Concentrate"
"Ghoulish Cravings","Curse"
"Ghoulish Cravings","Manipulate"
"Ghoulish Cravings","Mental"
"Grave Impressions","Necromancy"
"Grave Impressions","Uncommon"
"Guiding Star","Detection"
"Guiding Star","Divination"
"Guiding Star","Mental"
"Heat Metal","Evocation"
"Heat Metal","Fire"
"Helpful Wood Spirits","Concentrate"
"Helpful Wood Spirits","Manipulate"
"Helpful Wood Spirits","Wood"
"Hidebound","Concentrate"
"Hidebound","Manipulate"
"Horrifying Blood Loss","Curse"
"Horrifying Blood Loss","Emotion"
"Horrifying Blood Loss","Enchantment"
"Horrifying Blood Loss","Fear"
"Horrifying Blood Loss","Mental"
"Horrifying Blood Loss","Uncommon"
"Humanoid Form","Concentrate"
"Humanoid Form","Manipulate"
"Humanoid Form","Polymorph"
"Ignite Fireworks","Evocation"
"Ignite Fireworks","Fire"
"Ignite Fireworks","Sonic"
"Illusory Creature","Auditory"
"Illusory Creature","Concentrate"
"Illusory Creature","Illusion"
"Illusory Creature","Manipulate"
"Illusory Creature","Olfactory"
"Illusory Creature","Visual"
"Illusory Shroud","Illusion"
"Illusory Shroud","Uncommon"
"Illusory Shroud","Visual"
"Imp Sting","Evil"
"Imp Sting","Necromancy"
"Imp Sting","Poison"
"Imp Sting","Uncommon"
"Impart Empathy","Emotion"
"Impart Empathy","Enchantment"
"Impart Empathy","Mental"
"Impart Empathy","Uncommon"
"Impeccable Flow","Divination"
"Impeccable Flow","Lawful"
"Impeccable Flow","Uncommon"
"Inner Radiance Torrent","Force"
"Inner Radiance Torrent","Light"
"Inner Radiance Torrent","Necromancy"
"Instant Armor","Conjuration"
"Instant Armor","Contingency"
"Instant Armor","Extradimensional"
"Instant Armor","Metal"
"Instant Parade","Auditory"
"Instant Parade","Aura"
"Instant Parade","Illusion"
"Instant Parade","Uncommon"
"Instant Parade","Visual"
"Invisibility","Illusion"
"Invisibility","Manipulate"
"Invisibility","Subtle"
"Iron Gut","Transmutation"
"Knock","Concentrate"
"Knock","Manipulate"
"Laughing Fit","Concentrate"
"Laughing Fit","Emotion"
"Laughing Fit","Manipulate"
"Laughing Fit","Mental"
"Lock Item","Abjuration"
"Lock Item","Uncommon"
"Loose Time's Arrow","Transmutation"
"Lucky Number","Contingency"
"Lucky Number","Divination"
"Magnetic Attraction","Evocation"
"Magnetic Attraction","Metal"
"Magnetic Repulsion","Abjuration"
"Magnetic Repulsion","Metal"
"Mark of Blood","Curse"
"Mark of Blood","Manipulate"
"Mark of Blood","Rare"
"Marvelous Mount","Concentrate"
"Marvelous Mount","Manipulate"
"Mimic Undead","Necromancy"
"Mind Games","Enchantment"
"Mind Games","Mental"
"Mind Games","Uncommon"
"Mirror Image","Illusion"
"Mirror Image","Visual"
"Misdirection","Illusion"
"Mist","Concentrate"
"Mist","Manipulate"
"Mist","Water"
"Noise Blast","Concentrate"
"Noise Blast","Manipulate"
"Noise Blast","Sonic"
"Oaken Resilience","Concentrate"
"Oaken Resilience","Manipulate"
"Oaken Resilience","Plant"
"Oaken Resilience","Wood"
"One with Plants","Concentrate"
"One with Plants","Manipulate"
"One with Plants","Plant"
"One with Plants","Polymorph"
"One with Plants","Wood"
"Osseous Cage","Negative"
"Osseous Cage","Uncommon"
"Pack Attack","Divination"
"Pack Attack","Mental"
"Pack Attack","Uncommon"
"Paranoia","Concentrate"
"Paranoia","Illusion"
"Paranoia","Manipulate"
"Paranoia","Mental"
"Pave Ground","Concentrate"
"Pave Ground","Earth"
"Pave Ground","Manipulate"
"Peaceful Rest","Concentrate"
"Peaceful Rest","Manipulate"
"Penumbral Disguise","Illusion"
"Penumbral Disguise","Shadow"
"Penumbral Disguise","Uncommon"
"Persistent Servant","Conjuration"
"Phantasmal Treasure","Concentrate"
"Phantasmal Treasure","Emotion"
"Phantasmal Treasure","Illusion"
"Phantasmal Treasure","Manipulate"
"Phantasmal Treasure","Mental"
"Phantom Crowd","Illusion"
"Phantom Crowd","Visual"
"Propulsive Breeze","Air"
"Propulsive Breeze","Manipulate"
"Propulsive Breeze","Move"
"Quench","Abjuration"
"Quench","Water"
"Radiant Field","Evocation"
"Radiant Field","Light"
"Radiant Field","Uncommon"
"Rapid Adaptation","Transmutation"
"Reaperâ€™s Lantern","Aura"
"Reaperâ€™s Lantern","Concentrate"
"Reaperâ€™s Lantern","Death"
"Reaperâ€™s Lantern","Light"
"Reaperâ€™s Lantern","Manipulate"
"Resist Energy","Concentrate"
"Resist Energy","Manipulate"
"Restoration","Healing"
"Restoration","Necromancy"
"Revealing Light","Concentrate"
"Revealing Light","Light"
"Revealing Light","Manipulate"
"Rime Slick","Cold"
"Rime Slick","Evocation"
"Rime Slick","Uncommon"
"Rubble Step","Concentrate"
"Rubble Step","Earth"
"Rubble Step","Manipulate"
"Sea Surge","Evocation"
"Sea Surge","Uncommon"
"Sea Surge","Water"
"See the Unseen","Concentrate"
"See the Unseen","Manipulate"
"See the Unseen","Revelation"
"Shadow Zombie","Necromancy"
"Shadow Zombie","Shadow"
"Shadow Zombie","Uncommon"
"Shape Wood","Concentrate"
"Shape Wood","Manipulate"
"Shape Wood","Plant"
"Shape Wood","Wood"
"Share Life","Concentrate"
"Share Life","Manipulate"
"Shatter","Concentrate"
"Shatter","Manipulate"
"Shatter","Sonic"
"Shrink","Concentrate"
"Shrink","Manipulate"
"Shrink","Polymorph"
"Silence","Illusion"
"Silence","Manipulate"
"Silence","Subtle"
"Slough Skin","Necromancy"
"Sonata Span","Auditory"
"Sonata Span","Conjuration"
"Sonata Span","Sonic"
"Sound Body","Concentrate"
"Sound Body","Healing"
"Sound Body","Manipulate"
"Sound Body","Vitality"
"Speak with Animals","Concentrate"
"Speak with Animals","Manipulate"
"Spirit Sense","Concentrate"
"Spirit Sense","Detection"
"Spirit Sense","Manipulate"
"Spirit Sense","Mental"
"Spiritual Armament","Concentrate"
"Spiritual Armament","Manipulate"
"Spiritual Armament","Sanctified"
"Spiritual Armament","Spirit"
"Splinter Volley","Concentrate"
"Splinter Volley","Manipulate"
"Splinter Volley","Wood"
"Spy's Mark","Divination"
"Spy's Mark","Scrying"
"Status","Concentrate"
"Status","Detection"
"Status","Manipulate"
"Stupefy","Concentrate"
"Stupefy","Manipulate"
"Stupefy","Mental"
"Sudden Blight","Concentrate"
"Sudden Blight","Manipulate"
"Sudden Blight","Void"
"Sudden Bolt","Electricity"
"Sudden Bolt","Evocation"
"Sudden Bolt","Uncommon"
"Summon Elemental","Concentrate"
"Summon Elemental","Manipulate"
"Summon Elemental","Summon"
"Summoner's Precaution","Contingency"
"Summoner's Precaution","Necromancy"
"Summoner's Visage","Polymorph"
"Summoner's Visage","Transmutation"
"Sure Footing","Concentrate"
"Sure Footing","Healing"
"Sure Footing","Manipulate"
"Swallow Light","Cold"
"Swallow Light","Darkness"
"Swallow Light","Evocation"
"Swallow Light","Negative"
"Swallow Light","Uncommon"
"Teeth to Terror","Fear"
"Teeth to Terror","Illusion"
"Teeth to Terror","Mental"
"Teeth to Terror","Uncommon"
"Telekinetic Maneuver","Attack"
"Telekinetic Maneuver","Concentrate"
"Telekinetic Maneuver","Force"
"Telekinetic Maneuver","Manipulate"
"Thermal Remedy","Concentrate"
"Thermal Remedy","Fire"
"Thermal Remedy","Manipulate"
"Thundering Dominance","Enchantment"
"Thundering Dominance","Mental"
"Timely Tutor","Divination"
"Timely Tutor","Mental"
"Translate","Concentrate"
"Translate","Manipulate"
"Tremorsense","Concentrate"
"Tremorsense","Earth"
"Tremorsense","Manipulate"
"Umbral Extraction","Illusion"
"Umbral Extraction","Mental"
"Umbral Extraction","Shadow"
"Umbral Mindtheft","Illusion"
"Umbral Mindtheft","Mental"
"Umbral Mindtheft","Shadow"
"Umbral Mindtheft","Uncommon"
"Undetectable Alignment","Abjuration"
"Undetectable Alignment","Uncommon"
"Vicious Jealousy","Enchantment"
"Vicious Jealousy","Mental"
"Vicious Jealousy","Uncommon"
"Voice on the Breeze","Air"
"Voice on the Breeze","Concentrate"
"Voice on the Breeze","Manipulate"
"Vomit Swarm","Concentrate"
"Vomit Swarm","Manipulate"
"Warrior's Regret","Curse"
"Warrior's Regret","Emotion"
"Warrior's Regret","Enchantment"
"Warrior's Regret","Mental"
"Water Breathing","Concentrate"
"Water Breathing","Manipulate"
"Water Breathing","Water"
"Water Walk","Concentrate"
"Water Walk","Manipulate"
"Water Walk","Water"
"Waterproof","Concentrate"
"Waterproof","Manipulate"
"Waterproof","Water"
"Web","Concentrate"
"Web","Manipulate"
"Worm's Repast","Necromancy"
"Worm's Repast","Rare"
"Agonizing Despair","Emotion"
"Agonizing Despair","Enchantment"
"Agonizing Despair","Fear"
"Agonizing Despair","Mental"
"Animal Vision","Concentrate"
"Animal Vision","Manipulate"
"Animal Vision","Mental"
"Anointed Ground","Concentrate"
"Anointed Ground","Consecration"
"Anointed Ground","Manipulate"
"Antlion Trap","Concentrate"
"Antlion Trap","Earth"
"Antlion Trap","Manipulate"
"Aqueous Orb","Concentrate"
"Aqueous Orb","Manipulate"
"Aqueous Orb","Water"
"Behold the Weave","Divination"
"Behold the Weave","Incapacitation"
"Behold the Weave","Prediction"
"Bind Undead","Concentrate"
"Bind Undead","Manipulate"
"Blastback","Air"
"Blastback","Concentrate"
"Blazing Dive","Air"
"Blazing Dive","Evocation"
"Blazing Dive","Fire"
"Blindness","Concentrate"
"Blindness","Incapacitation"
"Blindness","Manipulate"
"Bone Flense","Concentrate"
"Bone Flense","Manipulate"
"Bone Flense","Rare"
"Bonewall Bulwark","Necromancy"
"Bonewall Bulwark","Rare"
"Bottomless Stomach","Conjuration"
"Bottomless Stomach","Extradimensional"
"Bracing Tendrils","Evocation"
"Bracing Tendrils","Force"
"Caster's Imposition","Abjuration"
"Caster's Imposition","Curse"
"Caster's Imposition","Uncommon"
"Cave Fangs","Concentrate"
"Cave Fangs","Earth"
"Cave Fangs","Manipulate"
"Chilling Darkness","Attack"
"Chilling Darkness","Cold"
"Chilling Darkness","Concentrate"
"Chilling Darkness","Darkness"
"Chilling Darkness","Manipulate"
"Chilling Darkness","Unholy"
"Circle of Protection","Abjuration"
"Circle of Protection","Uncommon"
"Claim Curse","Necromancy"
"Clairaudience","Concentrate"
"Clairaudience","Manipulate"
"Clairaudience","Scrying"
"Cloud Dragon's Cloak","Air"
"Cloud Dragon's Cloak","Manipulate"
"Consecrate Flesh","Good"
"Consecrate Flesh","Transmutation"
"Consecrate Flesh","Uncommon"
"Coral Scourge","Concentrate"
"Coral Scourge","Incapacitation"
"Coral Scourge","Manipulate"
"Coral Scourge","Water"
"Cozy Cabin","Concentrate"
"Cozy Cabin","Manipulate"
"Cozy Cabin","Wood"
"Crashing Wave","Concentrate"
"Crashing Wave","Manipulate"
"Crashing Wave","Water"
"Crisis of Faith","Concentrate"
"Crisis of Faith","Manipulate"
"Crisis of Faith","Mental"
"Croak Voice","Concentrate"
"Croak Voice","Curse"
"Croak Voice","Manipulate"
"Croak Voice","Morph"
"Cup of Dust","Curse"
"Cup of Dust","Necromancy"
"Curse of Lost Time","Concentrate"
"Curse of Lost Time","Curse"
"Curse of Lost Time","Manipulate"
"Curse of Lost Time","Void"
"Cyclone Rondo","Air"
"Cyclone Rondo","Evocation"
"Cyclone Rondo","Rare"
"Day's Weight","Transmutation"
"Deep Sight","Divination"
"Deep Sight","Rare"
"Distracting Chatter","Auditory"
"Distracting Chatter","Illusion"
"Dive and Breach","Concentrate"
"Dive and Breach","Manipulate"
"Dive and Breach","Teleportation"
"Dive and Breach","Water"
"Dividing Trench","Earth"
"Dividing Trench","Transmutation"
"Dividing Trench","Uncommon"
"Dream Message","Concentrate"
"Dream Message","Manipulate"
"Dream Message","Mental"
"Earthbind","Concentrate"
"Earthbind","Earth"
"Earthbind","Manipulate"
"Elemental Absorption","Abjuration"
"Elemental Annihilation Wave","Air"
"Elemental Annihilation Wave","Earth"
"Elemental Annihilation Wave","Evocation"
"Elemental Annihilation Wave","Fire"
"Elemental Annihilation Wave","Water"
"Enthrall","Auditory"
"Enthrall","Concentrate"
"Enthrall","Emotion"
"Enthrall","Manipulate"
"Envenom Companion","Necromancy"
"Envenom Companion","Poison"
"Excise Lexicon","Divination"
"Excise Lexicon","Linguistic"
"Excise Lexicon","Mental"
"Excise Lexicon","Uncommon"
"Familiarâ€™s Face","Concentrate"
"Familiarâ€™s Face","Manipulate"
"Familiarâ€™s Face","Scrying"
"Far Sight","Divination"
"Far Sight","Uncommon"
"Far Sight","Visual"
"Feet to Fins","Concentrate"
"Feet to Fins","Manipulate"
"Feet to Fins","Morph"
"Fireball","Concentrate"
"Fireball","Fire"
"Fireball","Manipulate"
"Firework Blast","Evocation"
"Firework Blast","Uncommon"
"Focusing Hum","Divination"
"Focusing Hum","Enchantment"
"Gasping Marsh","Evocation"
